ticker,filter,optimizer,seed,holdout_mse,train_loss
BTC-USD,F0,adam,0,0.001404384601701028,0.0014797061331475194
BTC-USD,F0,adam,1,0.001404384601701028,0.0014797061331475194
BTC-USD,F0,adamw,0,0.00140438459094576,0.001479706133147521
BTC-USD,F0,adamw,1,0.0014043845921423161,0.0014797061331475205
BTC-USD,F1,sgd,0,0.0014913295448836222,0.000156617199369696
BTC-USD,F1,sgd,1,0.0014987512347011287,0.00015591491643443366
BTC-USD,F1,clipped_sgd,0,0.0014913295448836222,0.000156617199369696
BTC-USD,F1,clipped_sgd,1,0.0014987512347011287,0.00015591491643443366
BTC-USD,F1,normalized_sgd,0,0.002282614783208861,9.825852050876015e-05
BTC-USD,F1,normalized_sgd,1,0.0022824464238471397,9.825884910472594e-05
BTC-USD,F1,adam,0,0.0022831857617921043,9.825803568666075e-05
BTC-USD,F1,adam,1,0.0022831857617921043,9.825803568666075e-05
BTC-USD,F1,adamw,0,0.002283167460790139,9.825803569581705e-05
BTC-USD,F1,adamw,1,0.0022831677082103237,9.825803569557363e-05
BTC-USD,F2,sgd,0,0.0013841477229261042,1.2239322382880554e-05
BTC-USD,F2,sgd,1,0.001389649207998394,1.2017540566390472e-05
BTC-USD,F2,clipped_sgd,0,0.0013841477229261042,1.2239322382880554e-05
BTC-USD,F2,clipped_sgd,1,0.001389649207998394,1.2017540566390472e-05
